,カード名,種類,☆,属性,種族,攻撃力,守備力,パスワード,効果・説明
3659,スピアフィッシュソルジャー,効果,4,風,海竜,1700,1100,84569017,このカードの攻撃力は、ゲームから除外されている自分の魚族・海竜族・水族モンスターの数×１００ポイントアップする。
3660,フライファング,効果,3,風,魚,1600,300,11954712,このカードが守備表示モンスターを攻撃した時、その守備力を攻撃力が超えていれば、その数値だけ相手ライフに戦闘ダメージを与える。このカードが相手ライフに戦闘ダメージを与えたバトルフェイズ終了時、このカードを次の自分のスタンバイフェイズ時までゲームから除外する。
3661,スカイオニヒトクイエイ,効果,3,風,海竜,600,300,47349310,このカードは相手プレイヤーに直接攻撃する事ができる。このカードが直接攻撃を行ったバトルフェイズ終了時、このカードを次の自分のスタンバイフェイズ時までゲームから除外する。
3662,エアジャチ,効果,3,風,海竜,1400,300,84747429,１ターンに１度、手札から魚族・海竜族・水族モンスター１体をゲームから除外する事で、相手フィールド上に表側表示で存在するカード１枚を選択して破壊する。その後、このカードを次の自分のスタンバイフェイズ時までゲームから除外する。
3663,ウイングトータス,効果,3,風,水,1500,1400,10132124,自分フィールド上に表側表示で存在する魚族・海竜族・水族モンスターがゲームから除外された時、このカードを手札または自分の墓地から特殊召喚する事ができる。
3664,スペースタイムポリス,効果,5,風,サイキック,2300,1500,47126872,このカードが特殊召喚に成功した時、相手フィールド上に表側表示で存在するカード１枚を選択してゲームから除外する。このカードがフィールド上から離れた時、このカードの効果でゲームから除外したカードを相手フィールド上にセットする。
3665,タイム・エスケーパー,効果,2,地,サイキック,500,100,73625877,このカードを手札から捨て、自分フィールド上に表側表示で存在するサイキック族モンスター１体を選択して発動する。選択したモンスターを次の自分のスタンバイフェイズ時までゲームから除外する。この効果は相手ターンでも発動する事ができる。
3666,ジェムエレファント,効果,3,地,岩石,400,1900,19019586,自分のメインフェイズ時に、フィールド上に表側表示で存在するこのカードを手札に戻す事ができる。また、このカードが戦闘を行うダメージ計算時に１度だけ、手札から通常モンスター１体を墓地へ送って発動する事ができる。このカードの守備力は、そのダメージ計算時のみ１０００ポイントアップする。
3667,ラヴァルのマグマ砲兵,効果,4,炎,炎,1700,200,46404281,手札から炎属性モンスター１体を墓地へ送って発動する。相手ライフに５００ポイントダメージを与える。この効果は１ターンに２度まで使用できる。
3668,リチュア・ディバイナー,効果,3,水,海竜,1200,800,72403299,１ターンに１度、カード名を１つ宣言して発動する事ができる。自分のデッキの一番上のカードをめくり、それが宣言したカードだった場合手札に加える。違った場合、自分のデッキの一番上に戻す。
3669,ガスタ・コドル,効果,3,風,鳥獣,1000,400,09897998,このカードが戦闘によって相手モンスターを破壊し墓地へ送った時、自分のデッキから守備力１５００以下のサイキック族・風属性モンスター１体を特殊召喚する事ができる。
3670,召喚師セームベル,効果,2,風,魔法使い,600,400,45282603,自分のメインフェイズ時、このカードと同じレベルのモンスター１体を手札から特殊召喚する事ができる。この効果はこのカードがフィールド上に表側表示で存在する限り１度しか使用できない。
3671,ギアギアーノ,効果,3,地,機械,500,1000,71786742,このカードをリリースし、自分の墓地の機械族・レベル４モンスター１体を選択して発動できる。選択したモンスターを特殊召喚する。この効果で特殊召喚したモンスターの効果は無効化される。
3672,ポケ・ドラ,効果,3,炎,ドラゴン,200,100,08175346,このカードが召喚に成功した時、自分のデッキから「ポケ・ドラ」１体を手札に加える事ができる。
3673,龍炎剣の使い手,効果,4,炎,戦士,1800,1200,34160055,自分フィールド上に「龍炎剣の使い手」以外のモンスターが召喚された時、そのモンスターのレベルを１つ上げ、このカードの攻撃力をエンドフェイズ時まで３００ポイントアップする事ができる。
